"['/cfb/players/lamaar-thomas-1.html', '/cfb/players/lamaar-thomas-2.html']",48,likely,
"['/cfb/players/joseph-harris-2.html', '/cfb/players/joe-harris-2.html']",55,likely,
"['/cfb/players/rashad-jackson-2.html', '/cfb/players/vershard-jackson-1.html']",67,likely,
"['/cfb/players/bryan-lanejr-1.html', '/cfb/players/bryan-lane-jr-1.html']",56,unsure,same names and mismatch pos_group
"['/cfb/players/bryan-lanejr-1.html', '/cfb/players/bryan-lane-jr-1.html']",56,unsure,same names and mismatch pos_group
"['/cfb/players/david-green-4.html', '/cfb/players/david-greene-3.html']",64,unsure,likely not same player
"['/cfb/players/david-green-4.html', '/cfb/players/david-greene-3.html']",63,unsure,likely not same player
"['/cfb/players/james-boyd-2.html', '/cfb/players/james-1.html']",67,likely,
"['/cfb/players/eric-tuiloma-vaa-1.html', '/cfb/players/eric-tuiloma-1.html']",53,likely,
"['/cfb/players/james-dunlap-1.html', '/cfb/players/james-boyd-2.html']",67,likely,
"['/cfb/players/james-dunlap-1.html', '/cfb/players/jonathon-james-1.html']",67,unsure,likely not same player
"['/cfb/players/justin-blatchford-1.html', '/cfb/players/blatchford-1.html']",65,likely,
"['/cfb/players/brendan-dudeck-1.html', '/cfb/players/dudeck-1.html']",57,likely,
"['/cfb/players/anthony-lewis-2.html', '/cfb/players/anthony-1.html']",80,likely,
"['/cfb/players/maika-polamalu-1.html', '/cfb/players/polamalu-1.html']",50,likely,
"['/cfb/players/michael-tuimavave-1.html', '/cfb/players/tuimavave-1.html']",70,likely,
"['/cfb/players/noah-copeland-1.html', '/cfb/players/copeland-1.html']",46,likely,
"['/cfb/players/geoffrey-whiteside-1.html', '/cfb/players/whiteside-1.html']",58,likely,
"['/cfb/players/demond-brown-1.html', '/cfb/players/brown-8.html']",57,likely,
"['/cfb/players/shawn-white-1.html', '/cfb/players/white-6.html']",67,likely,
"['/cfb/players/ryan-williams-jenkins-1.html', '/cfb/players/ryan-williams-8.html', '/cfb/players/williams-5.html']",100,unsure,too many player_hrefs
"['/cfb/players/will-anthony-1.html', '/cfb/players/anthony-lewis-2.html']",80,unsure,likely not same player
"['/cfb/players/kwazel-bertrand-1.html', '/cfb/players/bertrand-2.html']",64,likely,
"['/cfb/players/james-britton-1.html', '/cfb/players/britton-1.html']",55,likely,
"['/cfb/players/aaron-davis-7.html', '/cfb/players/davis-8.html']",64,likely,
"['/cfb/players/parrish-gaines-1.html', '/cfb/players/gaines-2.html']",55,likely,
"['/cfb/players/myer-krah-1.html', '/cfb/players/krah-1.html']",63,likely,
"['/cfb/players/paul-quessenberry-1.html', '/cfb/players/quessenberry-1.html']",48,likely,
