season,team_href
2014.0,/cfb/schools/ball-state/
2014.0,/cfb/schools/eastern-michigan/
2014.0,/cfb/schools/boise-state/
2014.0,/cfb/schools/colorado-state/
2014.0,/cfb/schools/utah-state/
2014.0,/cfb/schools/air-force/
2014.0,/cfb/schools/new-mexico/
2014.0,/cfb/schools/wyoming/
2014.0,/cfb/schools/san-diego-state/
2014.0,/cfb/schools/fresno-state/
2014.0,/cfb/schools/nevada/
2014.0,/cfb/schools/hawaii/
2014.0,/cfb/schools/san-jose-state/
2014.0,/cfb/schools/nevada-las-vegas/
2014.0,/cfb/schools/oregon/
2014.0,/cfb/schools/stanford/
2014.0,/cfb/schools/washington/
2014.0,/cfb/schools/california/
2014.0,/cfb/schools/oregon-state/
2014.0,/cfb/schools/washington-state/
2014.0,/cfb/schools/arizona/
2014.0,/cfb/schools/arizona-state/
2014.0,/cfb/schools/ucla/
2014.0,/cfb/schools/southern-california/
2014.0,/cfb/schools/utah/
2014.0,/cfb/schools/colorado/
2014.0,/cfb/schools/missouri/
2014.0,/cfb/schools/georgia/
2014.0,/cfb/schools/florida/
2014.0,/cfb/schools/south-carolina/
2014.0,/cfb/schools/tennessee/
2014.0,/cfb/schools/kentucky/
2014.0,/cfb/schools/vanderbilt/
2014.0,/cfb/schools/alabama/
2014.0,/cfb/schools/mississippi-state/
